tsg_set,class,definition,clase,definición
1,DOID:0081196,An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a 45.6-Mb interval in the pericentromeric region of chromosome 11 between SNPs rs604518 and rs10899421.,DOID:0081196,Un trastorno autosómico recesivo del desarrollo intelectual que presenta vínculo con un intervalo de 45.
1,DOID:0081197,An autosomal recessive intellectual developmental disorder that has_material_basis_in inkage to a 16.4-Mb region on chromosome 6p between SNPs rs651733 and rs1508668.,DOID:0081197,Un trastorno autosómico recesivo del desarrollo intelectual que presenta herencia a una región de 16.
1,DOID:0081198,An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a 19.5-Mb region on chromosome 12q between SNPs rs4760658 and rs1882033.,DOID:0081198,Un trastorno autosómico recesivo del desarrollo intelectual que presenta vinculación con una región de 19.
1,DOID:0081199,An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a 4.4-Mb region on chromosome 6q between SNPs rs6935718 and rs388609.,DOID:0081199,Un trastorno autosómico recesivo del desarrollo intelectual que presenta vinculación con una región de 4.
1,DOID:0081200,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous or compound heterozygous mutation in the CRADD gene on chromosome 12q22.,DOID:0081200,Trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota o heterocigota compuesta en el gen CRADD del cromosoma 12q22.
1,DOID:0081201,An autosomal recessive intellectual developmental disorder that has_material_basis_in linkage to a 12.2-Mb region on chromosome 17q21.31-q22 between SNPs rs4792947 and rs11079258.,DOID:0081201,Un trastorno autosómico recesivo del desarrollo intelectual que presenta vinculación con una región de 12.
1,DOID:0081202,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the ANK3 gene on chromosome 10q21.,DOID:0081202,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen ANK3 del cromosoma 10q21.
1,DOID:0081203,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the HERC2 gene on chromosome 15q13.,DOID:0081203,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen HERC2 del cromosoma 15q13.
1,DOID:0081204,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the TTI2 gene on chromosome 8p12.,DOID:0081204,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen TTI2 del cromosoma 8p12.
1,DOID:0081205,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the TAF2 gene on chromosome 8q24.,DOID:0081205,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen TAF2 del cromosoma 8q24.
1,DOID:0081206,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous or compound heterozygous mutation in the KPTN gene on chromosome 19q13.,DOID:0081206,Trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota o heterocigota compuesta en el gen KPTN del cromosoma 19q13.
1,DOID:0081207,"An autosomal recessive intellectual developmental disorder that is characterized by impaired intellectual development, poor language skills, short stature, and dysmorphic features and that has_material_basis_in homozygous mutation in the KIAA1033 gene (WASHC4) on chromosome 12q23. Some patients may have significant motor delays.",DOID:0081207,"Trastorno del desarrollo intelectual autosómico recesivo que se caracteriza por un desarrollo intelectual deficiente,  escasas habilidades lingüísticas,  baja estatura y rasgos dismórficos y que presenta una mutación homocigota en el gen KIAA1033 (WASHC4) en el cromosoma 12q23. Algunos pacientes pueden presentar retrasos motores significativos."
1,DOID:0081208,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the METTL23 gene on chromosome 17q25.,DOID:0081208,Trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen METTL23 del cromosoma 17q25.
1,DOID:0081209,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the FBXO31 gene on chromosome 16q24.,DOID:0081209,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen FBXO31 en el cromosoma 16q24.
1,DOID:0081210,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the NDST1 gene on chromosome 5q33.,DOID:0081210,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen NDST1 en el cromosoma 5q33.
1,DOID:0081211,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the FMN2 gene on chromosome 1q43.,DOID:0081211,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen FMN2 del cromosoma 1q43.
1,DOID:0081212,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the SLC6A17 gene on chromosome 1p13.,DOID:0081212,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen SLC6A17 del cromosoma 1p13.
1,DOID:0081213,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the EDC3 gene on chromosome 15q24.,DOID:0081213,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen EDC3 del cromosoma 15q24.
1,DOID:0081214,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the HNMT gene on chromosome 2q22.,DOID:0081214,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen HNMT del cromosoma 2q22.
1,DOID:0081215,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the LMAN2L gene on chromosome 2q11.,DOID:0081215,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen LMAN2L del cromosoma 2q11.
1,DOID:0081216,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the TNIK gene on chromosome 3q26.,DOID:0081216,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen TNIK del cromosoma 3q26.
1,DOID:0081217,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the ZC3H14 gene on chromosome 14q31.,DOID:0081217,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen ZC3H14 en el cromosoma 14q31.
1,DOID:0081218,"An autosomal recessive intellectual developmental disorder that is characterized by intellectual impairment, macrocephaly, and dysmorphic features and that has_material_basis_in homozygous mutation in the APC2 gene on chromosome 19p13. Epilepsy with eyelid myoclonus has also been reported.",DOID:0081218,"Trastorno del desarrollo intelectual autosómico recesivo que se caracteriza por deficiencia intelectual,  macrocefalia y rasgos dismórficos y que presenta una mutación homocigota en el gen APC2 del cromosoma 19p13. También se ha descrito epilepsia con mioclonía del párpado."
1,DOID:0081219,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the MBOAT7 gene on chromosome 19q13.,DOID:0081219,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen MBOAT7 del cromosoma 19q13.
1,DOID:0081220,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous or compound heterozygous mutation in the ELP2 gene on chromosome 18q12.,DOID:0081220,Trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota o heterocigota compuesta en el gen ELP2 del cromosoma 18q12.
1,DOID:0081221,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the IMPA1 gene on chromosome 8q21.,DOID:0081221,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen IMPA1 del cromosoma 8q21.
1,DOID:0081222,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the TAF13 gene on chromosome 1p13.,DOID:0081222,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen TAF13 del cromosoma 1p13.
1,DOID:0081223,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous or compound heterozygous mutation in the PIGC gene on chromosome 1q23.,DOID:0081223,Trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota o heterocigota compuesta en el gen PIGC del cromosoma 1q23.
1,DOID:0081224,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the CAMK2A gene on chromosome 5q32.,DOID:0081224,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen CAMK2A en el cromosoma 5q32.
1,DOID:0081225,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the LINGO1 gene on chromosome 15q24.,DOID:0081225,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen LINGO1 en el cromosoma 15q24.
1,DOID:0081226,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous or compound heterozygous mutation in the KDM5B gene on chromosome 1q32.,DOID:0081226,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota o heterocigota compuesta en el gen KDM5B del cromosoma 1q32.
1,DOID:0081227,"An autosomal recessive intellectual developmental disorder that is characterized by delayed speech development, neuropsychiatric symptoms, and relatively normal life span and that has_material_basis_in homozygous mutation in the C12ORF4 gene on chromosome 12p13.",DOID:0081227,"Trastorno del desarrollo intelectual autosómico recesivo que se caracteriza por un retraso en el desarrollo del habla,  síntomas neuropsiquiátricos y una esperanza de vida relativamente normal y que presenta una mutación homocigota en el gen C12ORF4 del cromosoma 12p13."
1,DOID:0081228,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation or compound heterozygous mutation in the EIF3F gene on chromosome 11p15.,DOID:0081228,Trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota o una mutación heterocigota compuesta en el gen EIF3F del cromosoma 11p15.
1,DOID:0081229,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the TRMT1 gene on chromosome 19p13.,DOID:0081229,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen TRMT1 del cromosoma 19p13.
1,DOID:0081230,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the ZBTB11 gene on chromosome 3q12.,DOID:0081230,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen ZBTB11 del cromosoma 3q12.
1,DOID:0081231,An autosomal recessive intellectual developmental disorder that is characterized primarily by impaired intellectual developmen and that has_material_basis_in homozygous mutation in the RSRC1 gene on chromosome 3q25.,DOID:0081231,Trastorno autosómico recesivo del desarrollo intelectual que se caracteriza principalmente por una alteración del desarrollo intelectual y que presenta una mutación homocigota en el gen RSRC1 del cromosoma 3q25.
1,DOID:0081232,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the ALKBH8 gene on chromosome 11q22.,DOID:0081232,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen ALKBH8 en el cromosoma 11q22.
1,DOID:0081233,"An autosomal recessive intellectual developmental disorder that is characterized by global developmental delay with hypotonia and mildly delayed walking, impaired intellectual development with poor or absent speech, and mildly dysmorphic features and that has_material_basis_in homozygous mutation in the NAA20 gene on chromosome 20p11.",DOID:0081233,"Trastorno del desarrollo intelectual autosómico recesivo que se caracteriza por un retraso global del desarrollo con hipotonía y leve retraso en la marcha,  deficiencia del desarrollo intelectual con habla deficiente o ausente,  y rasgos levemente dismórficos y que presenta una mutación homocigota en el gen NAA20 del cromosoma 20p11."
1,DOID:0081234,An autosomal recessive intellectual developmental disorder that is characterized by global developmental delay apparent from infancy or early childhood and moderate to profoundly impaired intellectual development and that has_material_basis_in homozygous mutation in the PIDD1 gene on chromosome 11p15.,DOID:0081234,Trastorno autosómico recesivo del desarrollo intelectual que se caracteriza por un retraso global del desarrollo aparente desde la infancia o la niñez temprana y un desarrollo intelectual de moderado a profundamente deficiente y que presenta una mutación homocigota en el gen PIDD1 del cromosoma 11p15.
1,DOID:0081235,An autosomal recessive intellectual developmental disorder that has_material_basis_in homozygous mutation in the GRIA1 gene on chromosome 5q33.,DOID:0081235,Un trastorno autosómico recesivo del desarrollo intelectual que presenta una mutación homocigota en el gen GRIA1 en el cromosoma 5q33.
1,DOID:0081236,An autosomal recessive intellectual developmental disorder that is characterized by global developmental delay with variably impaired cognitive development apparent from infancy and that has_material_basis_in homozygous mutation in the CEP104 gene on chromosome 1p36.,DOID:0081236,Trastorno autosómico recesivo del desarrollo intelectual que se caracteriza por un retraso global del desarrollo con alteraciones variables del desarrollo cognitivo aparentes desde la infancia y que presenta una mutación homocigota en el gen CEP104 del cromosoma 1p36.
1,DOID:0081237,An acromesomelic dysplasia that has_material_basis_in homozygous mutation in the BMPR1B gene on chromosome 4q22.,DOID:0081237,Una displasia acromesomélica que presenta una mutación homocigota en el gen BMPR1B del cromosoma 4q22.
1,DOID:0081238,An acromesomelic dysplasia that is characterized by disproportionate short stature due to mesomelic shortening of the limbs and that has_material_basis_in homozygous mutation in the PRKG2 gene on chromosome 4q21.,DOID:0081238,Displasia acromesomélica que se caracteriza por una estatura baja desproporcionada debida al acortamiento mesomélico de las extremidades y que presenta una mutación homocigota en el gen PRKG2 del cromosoma 4q21.
1,DOID:0081239,An anthrax disease that is characterized by infection at the injection site or deep under the skin or in the muscle where the drug was injected and is caused by heroin contaminated with anthrax spores.,DOID:0081239,Enfermedad del carbunco que se caracteriza por la infección en el lugar de la inyección o en la profundidad de la piel o el músculo donde se inyectó la droga y que está causada por heroína contaminada con esporas de carbunco.
1,DOID:0081240,A peroxisome biogenesis disorder that is characterized by the overlapping phenotypes of neonatal adrenoleukodystrophy and infantile Refsum disease and that has_material_basis_in homozygous or compound heterozygous mutation in the PEX1 gene on chromosome 7q21.,DOID:0081240,Trastorno de la biogénesis peroxisomal que se caracteriza por la superposición de los fenotipos de adrenoleucodistrofia neonatal y enfermedad de Refsum infantil y que presenta una mutación homocigota o heterocigota compuesta en el gen PEX1 del cromosoma 7q21.
1,DOID:0081241,A peroxisome biogenesis disorder that has_material_basis_in homozygous or compound heterozygous mutation in the PEX12 gene on chromosome 17.,DOID:0081241,Trastorno de la biogénesis peroxisomal que presenta una mutación homocigota o heterocigota compuesta en el gen PEX12 del cromosoma 17.
1,DOID:0081242,"A syndrome that is characterized by interstitial lung disease, inflammatory arthritis, and immune complex-mediated renal disease and that has_material_basis_in heterozygous mutation in the COPA gene on chromosome 1q23.",DOID:0081242,"Síndrome que se caracteriza por enfermedad pulmonar intersticial,  artritis inflamatoria y enfermedad renal mediada por complejos inmunes y que presenta una mutación heterocigota en el gen COPA del cromosoma 1q23."
1,DOID:0081243,"A rhizomelic chondrodysplasia punctate that has_material_basis_in homozygous or compound heterozygous mutation in the FAR1 gene on chromosome 11p15, which is required for the conversion of fatty acyl-CoAs to fatty alcohols, causing reduction or complete loss of FAR1 activity result in peroxisomal FAR1 deficiency.",DOID:0081243,"Una condrodisplasia rizomélica puntiforme que presenta una mutación homocigota o heterocigota compuesta en el gen FAR1 en el cromosoma 11p15,  que es necesario para la conversión de acil-CoA grasos en alcoholes grasos,  causando la reducción o pérdida completa de la actividad FAR1 resultado en la deficiencia peroxisomal FAR1."
1,DOID:0081244,"A pituitary cancer that is characterized by features of Cushing disease, with elevated blood ACTH levels and hypercortisolism arising within the fetal anterior pituitary and associated with DICER1 mutations.",DOID:0081244,"Cáncer hipofisario que se caracteriza por rasgos de la enfermedad de Cushing,  con niveles elevados de ACTH en sangre e hipercortisolismo que surge dentro de la hipófisis anterior fetal y se asocia a mutaciones de DICER1."
1,DOID:0081245,"A cauda equina neoplasm that is a slow-growing, well-differentiated neuroendocrine tumor arising from the cauda equina.",DOID:0081245,Neoplasia de la cauda equina que es un tumor neuroendocrino bien diferenciado de crecimiento lento que surge de la cauda equina.
1,DOID:0081246,A teratoma that is characterized by morphologic transformation to malignancy and an aggressive clinical course.,DOID:0081246,Teratoma que se caracteriza por la transformación morfológica en maligno y un curso clínico agresivo.
1,DOID:0081247,A chondrosarcoma that is an aggressive morphologic variant of chondrosarcoma. It is composed of a low grade chondrosarcoma and a high grade non-cartilagenous sarcomatous component.,DOID:0081247,Condrosarcoma que es una variante morfológica agresiva del condrosarcoma. Está compuesto por un condrosarcoma de bajo grado y un componente sarcomatoso no cartilaginoso de alto grado.
1,DOID:0081248,"An endocrine organ benign neoplasm arising from the pineal gland that is composed of small, uniform, mature cells resembling pineocytes with occasional large pineocytomatous rosettes. It may show a wide range of divergent phenotypes, including neuronal, glial, melanocytic, photoreceptor and mesenchymal differentiation.",DOID:0081248,"Neoplasia benigna de órgano endocrino que surge de la glándula pineal y está compuesta por células maduras,  pequeñas y uniformes que se asemejan a los pineocitos,  con rosetas pineocitomatosas grandes ocasionales. Puede mostrar una amplia gama de fenotipos divergentes,  incluyendo diferenciación neuronal,  glial,  melanocítica,  fotorreceptora y mesenquimal."
1,DOID:0081249,A small cell sarcoma that is characterized by the absence of EWSR1 rearrangement and the presence of small round malignant cells with a small amount of cytoplasm.,DOID:0081249,Sarcoma de células pequeñas que se caracteriza por la ausencia de reordenamiento EWSR1 y la presencia de pequeñas células malignas redondas con una pequeña cantidad de citoplasma.
1,DOID:0081250,"An EWSERI-negative small round cell tumor that is characterized by a recurrent translocation involving the CIC gene on chromosome 19 and either DUX4 gene on chromosome 4 or DUX4L gene on chromosome 10. The translocation results in either CIC-DUX4, t(4;19)(q35;q13) or CIC-DUX4L, t(10;19)(q26;q13) fusions.",DOID:0081250,"Tumor de células redondas pequeñas negativo para EWSERI que se caracteriza por una translocación recurrente que implica al gen CIC en el cromosoma 19 y al gen DUX4 en el cromosoma 4 o al gen DUX4L en el cromosoma 10"". La translocación da lugar a CIC-DUX4,  t(4;19)(q35;q13) o CIC-DUX4L,  t(10,  facies característica, incluyendo una nariz ancha hemicilíndrica y pérdida de audición conductiva progresiva y que presenta herencia autosómica recesiva con una mutación heterocigota en el gen GDF5 del cromosoma 20q11."
NA,DOID:0081251,A pineal gland cancer that is characterized by the presence of neuroepithelial cells and a papillary architecture.,DOID:0081251,NA
NA,DOID:0081252,A suptratentorial ependymoma that is characterized by the presence of a fusion gene involving ZFTA gene.,DOID:0081252,NA
NA,DOID:0081253,A supratentorial ependymoma that is characterized by the presence of a fusion gene involving YAP1 gene.,DOID:0081253,NA
NA,DOID:0081254,"A posterior fossa ependymoma that arises in the posterior fossa with characteristic DNA methylation patterns, including CpG island hypermethylation, global DNA hypomethylation, reduction of nuclear H3 p.K28me3 (K27me3) expression, and EZHIP overexpression.",DOID:0081254,NA
NA,DOID:0081255,"A posterior fossa ependymoma that arises in the posterior fossa with characteristic DNA methylation patterns including retention of nuclear H3 p.K28me3 (K27me3) expression, absence of CpG island hypermethylation, absence of global DNA hypomethylation, and absence of EZHIP overexpression.",DOID:0081255,NA
2,DOID:0081256,An IDH-mutant anaplastic astrocytoma that is characterized by the presence of well-differentiated fibrillary glial cells diffusely infiltrating the central nervous system.,DOID:0081256,Astrocitoma anaplásico mutante IDH que se caracteriza por la presencia de células gliales fibrilares bien diferenciadas que infiltran de forma difusa el sistema nervioso central.
2,DOID:0081257,An IDH-mutant anaplastic astrocytoma that is characterized by the presence of increased mitotic activity and anaplastic features.,DOID:0081257,Astrocitoma anaplásico mutante IDH que se caracteriza por la presencia de un aumento de la actividad mitótica y rasgos anaplásicos.
2,DOID:0081259,"A ganglioglioma occurring predominantly in the cerebral hemispheres of infants, that are driven by MAPK pathway activation and composed of a mixed astrocytic and neuronal component (DIG) or an astrocytic component only (DIA) embedded in an extensive desmoplastic stroma, often containing foci of undifferentiated embryonal-like tumour cells.",DOID:0081259,"Ganglioglioma que se produce predominantemente en los hemisferios cerebrales de los lactantes, que está impulsado por la activación de la vía MAPK y compuesto por un componente mixto astrocítico y neuronal (DIG) o un componente astrocítico únicamente (DIA) incrustado en un extenso estroma desmoplásico, que a menudo contiene focos de células tumorales indiferenciadas de aspecto embrionario."
2,DOID:0081260,"A low grade glioma that is characterized by a gene alteration that results in a MAPK pathway abnormality, with morphological features of astrocytoma or oligodendroglioma.",DOID:0081260,"Glioma de bajo grado que se caracteriza por una alteración genética que da lugar a una anomalía de la vía MAPK, con características morfológicas de astrocitoma u oligodendroglioma."
2,DOID:0081261,"A low grade glioma that is characterized by an angiocentric pattern, monomorphic cellular infiltrate, and ependymal differentiation.",DOID:0081261,": Glioma de bajo grado caracterizado por un patrón angiocéntrico, infiltrado celular monomórfico y diferenciación ependimaria."
2,DOID:0081262,"An autosomal dominant intellectual developmental disorder that is characterized by global developmental delay with impaired intellectual development and poor or absent speech, hypotonia, ophthalmologic abnormalities, and nonspecific dysmorphic features, and that has_material_basis_in heterozygous mutation in the TNPO2 gene on chromosome 19p13.",DOID:0081262,"Trastorno del desarrollo intelectual autosómico dominante que se caracteriza por un retraso global del desarrollo con alteración del desarrollo intelectual y habla deficiente o ausente, hipotonía, anomalías oftalmológicas y rasgos dismórficos inespecíficos, y que presenta una mutación heterocigota en el gen TNPO2 del cromosoma 19p13."
2,DOID:0081263,"An autosomal recessive intellectual developmental disorder that is characterized by global developmental delay, microcephaly, cataracts, and renal abnormalities and that has_material_basis_in homozygous mutation of the GEMIN4 gene on chromosome 17p13.",DOID:0081263,"Trastorno del desarrollo intelectual autosómico recesivo que se caracteriza por retraso global del desarrollo, microcefalia, cataratas y anomalías renales y que presenta una mutación homocigota del gen GEMIN4 en el cromosoma 17p13."
2,DOID:0081264,"A syndrome that is characterized by developmental delay, hypotrophy, and dysmorphic features and that has_material_basis_in homozygous ultra-rare REV3L variant (T2753R).",DOID:0081264,"Síndrome que se caracteriza por retraso del desarrollo, hipotrofia y rasgos dismórficos y que presenta una variante homocigota ultra-rara REV3L (T2753R)."
2,DOID:0081265,"An autosomal recessive intellectual developmental disorder that is characterized by abnormal behavior, microcephaly, and short stature and that has_material_basis_in homozygous mutation in the PUS7 gene on chromosome 7q22.",DOID:0081265,"Trastorno del desarrollo intelectual autosómico recesivo que se caracteriza por comportamiento anómalo, microcefalia y baja estatura y que presenta una mutación homocigota en el gen PUS7 del cromosoma 7q22."
2,DOID:0081267,"An immune system disease that is characterized by recognition by mature donor T cells, that contaminate the allogeneic bone marrow, of the recipient's tissue as foreign, causing a severe inflammatory disease characterized by rashes, diarrhea, and liver disease, and that has_material_basis_in an associated with variation in the interleukin-10 gene (IL10) on chromosome 1q32.",DOID:0081267,"Enfermedad del sistema inmunitario que se caracteriza por el reconocimiento por parte de las células T maduras del donante, que contaminan la médula ósea alogénica, del tejido del receptor como extraño, lo que provoca una enfermedad inflamatoria grave caracterizada por erupciones cutáneas, diarrea y hepatopatía, y que presenta una herencia autosómica recesiva asociada a una variación en el gen de la interleucina 10 (IL10) en el cromosoma 1q32."
2,DOID:0081268,A pulmonary venoocclusive disease that has_material_basis_in heterozygous mutation in the BMPR2 gene on chromosome 2q33.,DOID:0081268,Enfermedad venooclusiva pulmonar que presenta una mutación heterocigota en el gen BMPR2 del cromosoma 2q33.
2,DOID:0081269,"A pulmonary venoocclusive disease that has_material_basis_in homozygous or compound heterozygous mutation in the EIF2AK4 gene on chromosome 15q15 and that is characterized histologically by widespread fibrous intimal proliferation of septal veins and preseptal venules, and is frequently associated with pulmonary capillary dilatation and proliferation.",DOID:0081269,"Enfermedad venooclusiva pulmonar que presenta una mutación homocigota o heterocigota compuesta en el gen EIF2AK4 del cromosoma 15q15 y que se caracteriza histológicamente por una proliferación intimal fibrosa generalizada de las venas septales y las vénulas preseptales, y que se asocia frecuentemente con dilatación y proliferación capilar pulmonar."
2,DOID:0081270,A Smith-McCort dysplasia that is characterized by short limbs and a short trunk with a barrel-shaped chest and has_material_basis_in homozygous or compound heterozygous mutation in the DYM gene (607461) on chromosome 18q21.,DOID:0081270,Displasia de Smith-McCort que se caracteriza por extremidades cortas y tronco corto con tórax en forma de tonel y que presenta una mutación homocigota o heterocigota compuesta en el gen DYM (607461) en el cromosoma 18q21.
2,DOID:0081271,"A Smith-McCort dysplasia that is characterized by short trunk dwarfism with a barrel-shaped chest, rhizomelic limb shortening and that has_material_basis_in homozygous or compound heterozygous mutation in the RAB33B gene on chromosome 4q31.",DOID:0081271,"Una displasia de Smith-McCort que se caracteriza por enanismo de tronco corto con tórax en forma de tonel, acortamiento rizomélico de las extremidades y que presenta una mutación homocigota o heterocigota compuesta en el gen RAB33B del cromosoma 4q31."
2,DOID:0081272,"A syndrome that is characterized by microcephaly, trigonocephaly, congenital cataracts, microphthalmia, facial findings, camptodactyly, periventricular white matter loss, thin corpus callosum, delayed myelination, and poor prognosis and that has_material_basis_in homozygous mutation in the NUP188 gene on chromosome 9q34.",DOID:0081272,"Síndrome que se caracteriza por microcefalia, trigonocefalia, cataratas congénitas, microftalmia, hallazgos faciales, camptodactilia, pérdida de sustancia blanca periventricular, cuerpo calloso delgado, mielinización retardada y mal pronóstico y que presenta una mutación homocigota en el gen NUP188 del cromosoma 9q34."
2,DOID:0081273,"A lipid storage disease that is characterized by global developmental delay, early-onset progressive sensorineural hearing impairment, regression of motor skills, dystonia, poor overall growth, and low body mass index and that has_material_basis_in homozygous or compound heterozygous mutation in the FITM2 gene on chromosome 20q13.",DOID:0081273,": Enfermedad por almacenamiento de lípidos que se caracteriza por retraso global del desarrollo, hipoacusia neurosensorial progresiva de aparición temprana, regresión de las habilidades motoras, distonía, crecimiento general deficiente e índice de masa corporal bajo, y que presenta una mutación homocigota o heterocigota compuesta en el gen FITM2 del cromosoma 20q13."
2,DOID:0081274,"A peroxisome biogenesis disorder that is characterized clinically by mild intellectual disability, congenital cataracts, progressive hearing loss, and polyneuropathy and that has_material_basis_in homozygous mutation in the PEX11B gene on chromosome 1q21.",DOID:0081274,"Trastorno de la biogénesis peroxisomal que se caracteriza clínicamente por discapacidad intelectual leve, cataratas congénitas, pérdida progresiva de la audición y polineuropatía y que presenta una mutación homocigota en el gen PEX11B del cromosoma 1q21."
2,DOID:0081275,"An autosomal dominant intellectual developmental disorder that is characterized by global developmental delay apparent from infancy and that has_material_basis_in heterozygous mutation in the FRMD5 gene on chromosome 15q15. Affected individuals show delayed walking with an unsteady gait, variably impaired intellectual development, learning disabilities, and speech difficulties.",DOID:0081275,"Trastorno del desarrollo intelectual autosómico dominante que se caracteriza por un retraso global del desarrollo aparente desde la infancia y que presenta una mutación heterocigota en el gen FRMD5 del cromosoma 15q15. Los individuos afectados presentan retraso en la marcha con marcha inestable, alteraciones variables del desarrollo intelectual, problemas de aprendizaje y dificultades en el habla."
2,DOID:0081276,"A syndrome that is characterized by cerebellar atrophy, visual impairment and psychomotor retardation and that has_material_basis_in homozygous mutation in the EMC1 gene on chromosome 1p36.",DOID:0081276,"Síndrome que se caracteriza por atrofia cerebelosa, deficiencia visual y retraso psicomotor y que presenta una mutación homocigota en el gen EMC1 del cromosoma 1p36."
2,DOID:0081277,"A high grade glioma that is characterized by the absence of histone H3, IDH1, and IDH2 mutations.",DOID:0081277,"Glioma de alto grado que se caracteriza por la ausencia de mutaciones de la histona H3, IDH1 e IDH2."
2,DOID:0081278,"A malignant astrocytoma that is characterized by receptor tyrosine kinase fusions in the NTRK family, ROS1, ALK, or MET genes, that arises in the cerebral hemisphere and occurs in early childhood.",DOID:0081278,"Astrocitoma maligno que se caracteriza por fusiones de receptores tirosina quinasa en los genes de la familia NTRK, ROS1, ALK o MET, que surge en el hemisferio cerebral y se produce en la primera infancia."
2,DOID:0081279,A diffuse astrocytoma that is a diffusely infiltrative astroglial neoplasm composed of monomorphic cells with genetic alterations in MYB or MYBL1.,DOID:0081279,Astrocitoma difuso que es una neoplasia astroglial difusamente infiltrativa compuesta por células monomórficas con alteraciones genéticas en MYB o MYBL1.
2,DOID:0081280,"A posterior pituitary gland neoplasm that is characterized by the presence of elongated, spindle-shaped neoplastic glial cells that form storiform patterns or interlacing fascicular arrangements.",DOID:0081280,Neoplasia de la glándula pituitaria posterior que se caracteriza por la presencia de células gliales neoplásicas alargadas y fusiformes que forman patrones estoriformes o disposiciones fasciculares entrelazadas.
